Date/time,v80;wind_speed;Avg,v80;wind_speed;Max,v80;wind_speed;Min,v80;wind_speed;StdDev,v80;wind_speed;Count,v80V;wind_speed;Avg,v80V;wind_speed;Max,v80V;wind_speed;Min,v80V;wind_speed;StdDev,v80V;wind_speed;Count,v60;wind_speed;Avg,v60;wind_speed;Max,v60;wind_speed;Min,v60;wind_speed;StdDev,v60;wind_speed;Count,v40;wind_speed;Avg,v40;wind_speed;Max,v40;wind_speed;Min,v40;wind_speed;StdDev,v40;wind_speed;Count,v20;wind_speed;Avg,v20;wind_speed;Max,v20;wind_speed;Min,v20;wind_speed;StdDev,v20;wind_speed;Count,dir78.5 (deg);wind_direction;Avg,dir78.5 (deg);wind_direction;StdDev,dir78.5 (deg);wind_direction;Count,dir58.5 (deg);wind_direction;Avg,dir58.5 (deg);wind_direction;StdDev,dir58.5 (deg);wind_direction;Count,Temp/Hum5;humidity;Avg,Temp/Hum5;humidity;Max,Temp/Hum5;humidity;Min,Temp/Hum5;humidity;StdDev,Temp/Hum5;humidity;Count,temp76;temperature;Avg,temp76;temperature;Max,temp76;temperature;Min,temp76;temperature;StdDev,temp76;temperature;Count,Temp/Hum5;temperature;Avg,Temp/Hum5;temperature;Max,Temp/Hum5;temperature;Min,Temp/Hum5;temperature;StdDev,Temp/Hum5;temperature;Count,baro (mbar);air_pressure;Avg,baro (mbar);air_pressure;Max,baro (mbar);air_pressure;Min,baro (mbar);air_pressure;StdDev,baro (mbar);air_pressure;Count,A1;Avg,A1;Max,A1;Min,A1;StdDev,A2;Avg,A2;Max,A2;Min,A2;StdDev,A3;Avg,A3;Max,A3;Min,A3;StdDev,A4;Avg,A4;Max,A4;Min,A4;StdDev,C1;Avg,C1;Max,C1;Min,C1;StdDev,C2;Avg,C2;Max,C2;Min,C2;StdDev,C3;Avg,C3;Max,C3;Min,C3;StdDev,C4;Avg,C4;Max,C4;Min,C4;StdDev,C5;Avg,C5;Max,C5;Min,C5;StdDev,D1;Avg,D1;Max,D1;Min,D1;StdDev,D2;Avg,D2;Max,D2;Min,D2;StdDev,V;Avg,V;Max,V;Min,I;Avg,I;Max,I;Min,T,addr
2017-03-09 00:00:00,5.6965,6.7332,4.8948,0.2878,600,5.6850,6.5918,4.8411,0.2781,600,5.7024,6.4160,4.9928,0.2408,600,5.2866,6.2066,4.0451,0.3809,600,3.8527,5.0699,2.7239,0.5110,600,45.9535,4.4596,600,43.0209,4.1186,600,91.1790,91.6166,90.9146,0.1792,600,10.86963,10.91311,10.82766,0.02301,600,9.41520,9.44212,9.39634,0.00918,600,966.4863,966.8020,966.4357,0.0219,600,3.6649,3.6680,3.6644,0.0002,0.39415,0.39442,0.39396,0.00009,0.9118,0.9162,0.9091,0.0018,0.40870,0.40913,0.40828,0.00023,78.5383,105.0000,54.0000,11.1096,109.9950,130.0000,83.0000,8.2819,118.4567,134.0000,103.0000,5.2441,118.4450,141.0000,101.0000,6.2614,56.6767,66.0000,48.0000,2.8593,119.5783,158,87,11.7303,126.9233,170,85,12.7013,12.42,12.51,12.36,25.0133,27,23,9.0,3260604
2017-03-09 00:10:00,5.5570,6.3655,4.6650,0.2834,600,5.5598,6.2027,4.6466,0.2851,600,5.6844,6.5079,4.7633,0.2390,600,5.6487,6.1146,4.7349,0.2136,600,4.2811,5.0699,3.1839,0.3619,600,44.5841,4.8356,600,39.8869,3.2405,600,90.6518,91.2809,90.2738,0.2774,600,10.90716,10.92837,10.88870,0.00761,600,9.52899,9.60692,9.43907,0.04109,600,966.4863,966.5273,966.4357,0.0175,600,3.6649,3.6653,3.6644,0.0002,0.39529,0.39607,0.39439,0.00041,0.9065,0.9128,0.9027,0.0028,0.40907,0.40928,0.40889,0.00008,87.8517,105.0000,64.0000,7.8670,117.8683,128.0000,98.0000,4.6440,118.0633,136.0000,98.0000,5.2052,115.4100,133.0000,96.0000,6.1673,55.3900,62.0000,46.0000,2.9318,110.6583,147,69,9.2290,123.0350,177,89,13.7768,12.42,12.51,12.36,25.0267,27,23,9.0,3260663
2017-03-09 00:20:00,5.4911,6.2276,4.7109,0.2257,600,5.4759,6.2027,4.7438,0.2518,600,5.6051,6.2324,4.7633,0.2284,600,5.6054,6.2066,4.9649,0.2045,600,4.2889,5.3459,2.9539,0.3664,600,46.9052,4.2664,600,43.2780,3.7683,600,90.0131,90.3958,89.8160,0.1264,600,10.95467,10.99246,10.91311,0.01763,600,9.66070,9.73510,9.59471,0.03495,600,966.4891,966.5273,966.4357,0.0171,600,3.6649,3.6653,3.6644,0.0002,0.39661,0.39735,0.39595,0.00035,0.9001,0.9040,0.8982,0.0013,0.40955,0.40992,0.40913,0.00018,88.0217,111.0000,59.0000,7.9643,116.9283,130.0000,103.0000,4.4463,116.3367,130.0000,98.0000,4.9744,113.9750,130.0000,97.0000,4.9107,54.5267,62.0000,47.0000,2.5892,120.3067,158,95,10.7315,129.6300,171,99,12.1503,12.41,12.46,12.36,25.0600,27,23,9.0,3260722
2017-03-09 00:30:00,5.5727,6.8710,4.2513,0.3575,600,5.5653,6.8835,4.1603,0.3624,600,5.5741,6.5997,4.4419,0.3112,600,5.2836,6.1606,3.8611,0.3485,600,3.7815,4.7939,2.8619,0.3803,600,45.0631,5.5996,600,42.4536,4.7350,600,89.5877,89.9075,89.2056,0.1638,600,11.02124,11.07486,10.98025,0.02299,600,9.80585,9.89074,9.72289,0.04623,600,966.4880,966.5273,966.4357,0.0176,600,3.6649,3.6653,3.6644,0.0002,0.39806,0.39891,0.39723,0.00046,0.8959,0.8991,0.8921,0.0016,0.41021,0.41075,0.40980,0.00023,76.9917,99.0000,57.0000,8.2675,109.9300,129.0000,79.0000,7.5768,115.6600,138.0000,91.0000,6.7792,115.7500,144.0000,87.0000,7.7779,55.4467,69.0000,41.0000,3.7261,117.9567,162,77,13.4856,124.3850,177,69,15.9525,12.41,12.46,12.36,25.0100,27,23,9.0,3260781
2017-03-09 00:40:00,5.0947,6.3195,4.1134,0.4178,600,5.0818,6.9808,3.5767,0.4710,600,5.2283,6.2324,4.1664,0.3598,600,4.9639,6.0686,3.9071,0.4139,600,3.6012,4.5639,1.9879,0.4515,600,35.5767,7.3013,600,32.6713,6.8856,600,89.0268,89.3277,88.8089,0.1463,600,11.11032,11.15726,11.06571,0.02716,600,9.90300,9.92126,9.87243,0.01147,600,966.5616,966.8325,966.4357,0.1363,600,3.6656,3.6683,3.6644,0.0014,0.39903,0.39921,0.39872,0.00011,0.8903,0.8933,0.8881,0.0015,0.41110,0.41157,0.41066,0.00027,73.0717,94.0000,38.0000,9.8155,102.9783,127.0000,80.0000,9.0003,108.1300,130.0000,85.0000,7.8362,105.3500,132.0000,84.0000,9.0898,50.4750,70.0000,35.0000,4.8424,90.1483,143,49,19.6125,97.4167,177,37,20.8099,12.41,12.46,12.36,25.0400,27,23,9.0,3260840
2017-03-09 00:50:00,4.9895,5.7220,3.6538,0.3435,600,4.9701,5.8137,3.4794,0.3625,600,5.1420,6.5538,3.8910,0.3578,600,5.0375,5.8847,3.7691,0.3448,600,3.8290,4.8859,2.3559,0.4354,600,36.3689,5.1577,600,32.8364,4.8069,600,88.8551,89.0835,88.5952,0.1504,600,11.15675,11.17863,11.14200,0.00830,600,9.98548,10.04334,9.90600,0.03876,600,966.8022,966.8630,966.4663,0.0513,600,3.6680,3.6686,3.6647,0.0005,0.39985,0.40043,0.39906,0.00039,0.8886,0.8908,0.8860,0.0015,0.41157,0.41179,0.41142,0.00008,78.0250,101.0000,46.0000,9.4656,104.5800,123.0000,77.0000,7.4980,106.2500,137.0000,79.0000,7.7933,103.0617,119.0000,74.0000,7.4747,49.3267,58.0000,34.0000,3.7269,90.6133,150,50,13.6949,99.6667,148,65,14.6927,12.40,12.46,12.36,25.0433,27,23,9.0,3260899
2017-03-09 01:00:00,4.9707,5.7220,4.0675,0.2786,600,4.9695,5.8137,4.1603,0.2687,600,5.1827,5.9110,4.6255,0.2161,600,5.3935,5.7927,4.6889,0.2025,600,3.9137,4.8859,2.5399,0.3535,600,35.8033,3.7579,600,31.6784,3.5099,600,88.5378,88.6868,88.3511,0.0807,600,11.10178,11.15421,11.05655,0.02675,600,10.01482,10.04334,9.94873,0.02214,600,966.7884,966.8630,966.4663,0.0871,600,3.6679,3.6686,3.6647,0.0009,0.40015,0.40043,0.39949,0.00022,0.8854,0.8869,0.8835,0.0008,0.41102,0.41154,0.41057,0.00027,79.8650,101.0000,50.0000,7.6850,112.3200,121.0000,97.0000,4.4038,107.1367,123.0000,95.0000,4.7076,102.6517,119.0000,83.0000,6.0615,49.3200,58.0000,41.0000,2.7623,87.3117,118,60,9.9949,98.0517,138,64,10.7025,12.38,12.46,12.36,25.1367,27,23,9.2,3260958
2017-03-09 01:10:00,4.6285,5.5842,3.8377,0.3064,600,4.6485,5.5219,3.6740,0.3253,600,4.7666,5.5438,4.1205,0.2607,600,4.8231,5.3788,4.1830,0.2214,600,3.6052,4.5179,2.5859,0.3034,600,41.3548,4.5964,600,36.8850,3.6294,600,88.8913,89.2361,88.4732,0.2521,600,11.04467,11.07486,11.02603,0.00898,600,9.85319,9.95483,9.79003,0.04667,600,966.8198,966.8630,966.7714,0.0159,600,3.6682,3.6686,3.6677,0.0002,0.39853,0.39955,0.39790,0.00047,0.8889,0.8924,0.8847,0.0025,0.41045,0.41075,0.41026,0.00009,73.1583,93.0000,51.0000,6.5949,99.9183,112.0000,86.0000,4.8132,98.0717,115.0000,84.0000,5.6795,95.2067,116.0000,78.0000,6.6657,46.0200,55.0000,36.0000,3.3449,102.1200,137,75,10.3352,113.8450,158,74,13.0924,12.37,12.46,12.31,25.0667,27,23,10.0,3261017
2017-03-09 01:20:00,4.6299,5.1246,4.1134,0.1715,600,4.6146,5.2301,3.9657,0.1860,600,4.6777,5.0387,4.0287,0.1767,600,4.8658,5.1948,4.4130,0.1373,600,3.8728,4.6559,2.6779,0.3570,600,38.5413,3.2973,600,34.9803,3.0381,600,89.3982,90.0906,89.0225,0.2985,600,10.97743,11.04129,10.91922,0.03375,600,9.68842,9.79614,9.60082,0.06165,600,966.8237,966.8630,966.7714,0.0161,600,3.6682,3.6686,3.6677,0.0002,0.39688,0.39796,0.39601,0.00062,0.8940,0.9009,0.8902,0.0030,0.40977,0.41041,0.40919,0.00034,78.9767,96.0000,53.0000,7.7610,100.8450,108.0000,91.0000,2.9848,96.1367,104.0000,82.0000,3.8487,95.2367,106.0000,84.0000,3.7319,45.6717,52.0000,39.0000,1.9122,96.7033,130,66,8.6516,105.8417,164,87,9.3933,12.37,12.41,12.31,25.1267,27,23,10.0,3261076
2017-03-09 01:30:00,4.5807,5.1246,3.9756,0.1970,600,4.5898,5.1329,3.8685,0.1998,600,4.6825,5.3601,4.1664,0.1820,600,4.7941,5.2408,4.3670,0.1490,600,4.2039,4.6099,3.7359,0.1511,600,36.9942,3.0743,600,35.4258,3.4487,600,90.0660,90.2738,89.9075,0.0722,600,10.89557,10.92837,10.87649,0.01170,600,9.57429,9.61608,9.51231,0.03091,600,966.8817,967.1682,966.8020,0.1191,600,3.6688,3.6717,3.6680,0.0012,0.39574,0.39616,0.39512,0.00031,0.9007,0.9027,0.8991,0.0007,0.40896,0.40928,0.40876,0.00012,86.1733,95.0000,76.0000,3.2840,99.2867,109.0000,90.0000,3.2402,96.2400,111.0000,85.0000,3.9634,94.1667,106.0000,81.0000,4.2856,45.4167,51.0000,38.0000,2.0543,97.9683,125,68,9.8206,101.4350,131,78,8.7539,12.39,12.46,12.31,25.0867,27,23,10.0,3261135
