Date/time,v80;wind_speed;Avg,v80;wind_speed;Max,v80;wind_speed;Min,v80;wind_speed;StdDev,v80;wind_speed;Count,v80V;wind_speed;Avg,v80V;wind_speed;Max,v80V;wind_speed;Min,v80V;wind_speed;StdDev,v80V;wind_speed;Count,v60;wind_speed;Avg,v60;wind_speed;Max,v60;wind_speed;Min,v60;wind_speed;StdDev,v60;wind_speed;Count,v40;wind_speed;Avg,v40;wind_speed;Max,v40;wind_speed;Min,v40;wind_speed;StdDev,v40;wind_speed;Count,v20;wind_speed;Avg,v20;wind_speed;Max,v20;wind_speed;Min,v20;wind_speed;StdDev,v20;wind_speed;Count,dir78.5 (deg);wind_direction;Avg,dir78.5 (deg);wind_direction;StdDev,dir78.5 (deg);wind_direction;Count,dir58.5 (deg);wind_direction;Avg,dir58.5 (deg);wind_direction;StdDev,dir58.5 (deg);wind_direction;Count,Temp/Hum5;humidity;Avg,Temp/Hum5;humidity;Max,Temp/Hum5;humidity;Min,Temp/Hum5;humidity;StdDev,Temp/Hum5;humidity;Count,temp76;temperature;Avg,temp76;temperature;Max,temp76;temperature;Min,temp76;temperature;StdDev,temp76;temperature;Count,Temp/Hum5;temperature;Avg,Temp/Hum5;temperature;Max,Temp/Hum5;temperature;Min,Temp/Hum5;temperature;StdDev,Temp/Hum5;temperature;Count,baro (mbar);air_pressure;Avg,baro (mbar);air_pressure;Max,baro (mbar);air_pressure;Min,baro (mbar);air_pressure;StdDev,baro (mbar);air_pressure;Count,A1;Avg,A1;Max,A1;Min,A1;StdDev,A2;Avg,A2;Max,A2;Min,A2;StdDev,A3;Avg,A3;Max,A3;Min,A3;StdDev,A4;Avg,A4;Max,A4;Min,A4;StdDev,C1;Avg,C1;Max,C1;Min,C1;StdDev,C2;Avg,C2;Max,C2;Min,C2;StdDev,C3;Avg,C3;Max,C3;Min,C3;StdDev,C4;Avg,C4;Max,C4;Min,C4;StdDev,C5;Avg,C5;Max,C5;Min,C5;StdDev,D1;Avg,D1;Max,D1;Min,D1;StdDev,D2;Avg,D2;Max,D2;Min,D2;StdDev,V;Avg,V;Max,V;Min,I;Avg,I;Max,I;Min,T,addr
2017-02-25 00:00:00,3.9933,5.2624,2.2291,0.7494,600,4.0012,5.3274,2.4096,0.7699,600,2.2713,3.2483,1.2741,0.3977,600,2.1733,3.1253,1.1017,0.6624,600,2.3594,3.3679,1.1139,0.7004,600,324.8916,17.3523,600,350.5865,25.1091,600,63.5887,64.7603,62.0441,0.8808,600,14.20419,14.38612,13.94055,0.16297,600,7.19256,7.32108,7.11966,0.07002,600,973.9448,974.4011,973.7602,0.1544,600,3.7394,3.7440,3.7376,0.0015,0.37193,0.37321,0.37120,0.00070,0.6359,0.6476,0.6204,0.0088,0.44204,0.44386,0.43941,0.00163,46.0767,68.0000,19.0000,15.2251,42.3000,63.0000,19.0000,14.4034,43.7200,65.0000,22.0000,8.6624,81.3867,109.0000,43.0000,16.3058,39.3650,53.0000,23.0000,7.9158,581.6083,1023,0,441.9840,913.5217,1011,0,88.3411,12.42,12.51,12.36,25.0200,27,23,7.0,3158611
2017-02-25 00:10:00,2.3169,3.3781,1.2639,0.6137,600,2.3381,3.4794,1.3397,0.5966,600,1.6001,2.5596,0.9068,0.3663,600,2.4915,3.4472,1.4236,0.3893,600,3.0650,3.8279,2.7239,0.2700,600,342.6663,14.2207,600,25.5959,24.2275,600,63.9720,64.2720,63.3869,0.2126,600,13.80593,14.23658,13.37596,0.22510,600,7.16283,7.27531,7.10440,0.04310,600,973.8496,974.1264,973.7297,0.1169,600,3.7385,3.7413,3.7373,0.0012,0.37163,0.37275,0.37104,0.00043,0.6397,0.6427,0.6339,0.0021,0.43806,0.44237,0.43376,0.00225,61.4150,78.0000,54.0000,5.8686,49.2200,70.0000,26.0000,8.4649,29.1000,50.0000,14.0000,7.9778,44.9117,68.0000,22.0000,13.3539,22.2650,34.0000,12.0000,6.1341,176.0033,1023,0,287.8518,795.5717,1023,1,351.9778,12.42,12.46,12.36,24.9867,27,23,7.0,3158670
2017-02-25 00:20:00,1.2607,2.2750,0.0000,0.5214,600,1.2619,2.4096,0.2699,0.5336,600,1.8941,2.6973,0.9987,0.4591,600,2.6291,3.6772,0.9178,0.5236,600,2.4241,3.7819,0.3319,0.8175,600,53.5740,58.7845,600,95.3940,18.1734,600,64.3903,65.2486,63.6921,0.3743,600,12.72173,13.38511,11.27628,0.60831,600,7.27279,7.30888,7.22953,0.01764,600,973.8938,974.1569,973.7297,0.1413,600,3.7389,3.7416,3.7373,0.0014,0.37273,0.37309,0.37230,0.00018,0.6439,0.6525,0.6369,0.0037,0.42722,0.43385,0.41276,0.00608,47.4833,77.0000,2.0000,17.7713,52.2117,75.0000,15.0000,11.3858,35.5033,53.0000,16.0000,10.0007,21.9400,44.0000,0.0000,11.3255,11.2000,23.0000,1.0000,5.4864,268.4300,347,158,51.6118,310.2900,1017,2,307.9644,12.41,12.46,12.36,24.9900,27,23,7.0,3158729
2017-02-25 00:30:00,0.7606,1.6776,0.0000,0.4228,600,0.7221,1.7288,0.0000,0.4338,600,1.1212,1.9628,0.3100,0.4421,600,0.8594,2.1595,0.0000,0.4960,600,1.1064,2.3099,0.0000,0.5400,600,99.7542,59.1459,600,86.9558,35.1853,600,66.3409,67.5985,65.2486,0.6088,600,10.28111,11.26713,9.81445,0.40406,600,7.16734,7.25700,7.08915,0.04851,600,974.0580,974.4316,973.7907,0.1301,600,3.7406,3.7443,3.7379,0.0013,0.37167,0.37257,0.37089,0.00049,0.6634,0.6760,0.6525,0.0061,0.40281,0.41267,0.39814,0.00404,19.0633,45.0000,0.0000,11.3157,13.9383,42.0000,0.0000,10.4678,18.6700,37.0000,1.0000,9.6301,11.6267,31.0000,0.0000,8.2663,5.8600,16.0000,0.0000,4.1355,261.0033,1021,5,143.2521,338.5233,1022,10,210.8962,12.41,12.46,12.36,25.1500,27,23,8.0,3158788
2017-02-25 00:40:00,1.9726,2.5968,1.5397,0.2341,600,1.9870,2.7014,1.5342,0.2639,600,2.4944,3.0187,1.9628,0.2813,600,2.0919,2.8493,0.4119,0.7397,600,1.2885,1.9879,0.0000,0.6262,600,90.8710,12.5788,600,94.4599,11.3747,600,67.9080,68.7887,67.5985,0.3002,600,9.96935,10.11048,9.77477,0.11690,600,7.05980,7.09525,7.02811,0.01751,600,973.8160,973.8823,973.4855,0.0362,600,3.7382,3.7388,3.7349,0.0004,0.37060,0.37095,0.37028,0.00018,0.6791,0.6879,0.6760,0.0030,0.39969,0.40110,0.39775,0.00117,23.4133,38.0000,0.0000,12.3915,40.5300,57.0000,4.0000,16.0829,48.5800,60.0000,37.0000,6.1275,37.4200,51.0000,28.0000,5.0931,18.6550,26.0000,14.0000,2.7132,265.8733,314,216,32.3716,254.7133,329,192,35.8099,12.41,12.46,12.36,24.9700,27,23,8.0,3158847
2017-02-25 00:50:00,1.0803,1.7235,0.3447,0.3693,600,1.0578,1.7288,0.2699,0.3895,600,1.3108,1.9628,0.5855,0.3500,600,1.1935,2.4814,0.3659,0.5013,600,1.7129,3.6439,0.6079,0.7376,600,125.2594,36.9018,600,116.2828,53.5359,600,70.7257,71.3523,68.7887,0.7435,600,9.72080,9.99145,9.57946,0.11339,600,6.99795,7.09830,6.89383,0.06412,600,974.0330,974.1569,973.7907,0.1414,600,3.7403,3.7416,3.7379,0.0014,0.36998,0.37098,0.36894,0.00064,0.7073,0.7135,0.6879,0.0074,0.39721,0.39991,0.39579,0.00113,32.0217,74.0000,8.0000,16.0344,20.9967,49.0000,3.0000,10.9004,22.8000,37.0000,7.0000,7.6239,18.0050,32.0000,2.0000,8.0351,9.1017,16.0000,1.0000,4.0052,356.7683,743,117,158.9180,351.9367,497,182,102.6935,12.40,12.46,12.36,25.1133,27,23,8.0,3158906
2017-02-25 01:00:00,1.4637,2.3670,0.5745,0.4477,600,1.4572,2.4096,0.4644,0.4452,600,2.0400,2.6973,1.5955,0.2725,600,2.2329,3.0793,1.4696,0.4360,600,1.3422,2.4019,0.5159,0.5134,600,69.5355,11.9937,600,78.7191,8.8387,600,70.5604,71.3828,69.0024,0.7411,600,9.99806,10.53468,9.58251,0.32230,600,6.92856,7.04337,6.87857,0.04917,600,973.7617,974.1569,973.4245,0.1878,600,3.7376,3.7416,3.7342,0.0019,0.36929,0.37043,0.36879,0.00049,0.7056,0.7138,0.6900,0.0074,0.39998,0.40535,0.39583,0.00322,23.9633,47.0000,6.0000,11.1602,43.5967,62.0000,27.0000,9.4804,38.6817,53.0000,29.0000,5.9362,26.3467,46.0000,7.0000,9.7404,13.2083,23.0000,3.0000,4.5775,221.1450,273,183,25.1675,194.0650,278,92,34.2386,12.40,12.46,12.36,24.9800,27,23,8.0,3158965
2017-02-25 01:10:00,1.8171,2.3670,1.4018,0.2473,600,1.8085,2.4096,1.4370,0.2475,600,2.3649,2.9728,1.9628,0.2679,600,2.4357,3.3092,1.5616,0.5994,600,1.5488,2.4939,0.8839,0.5636,600,63.2361,6.9981,600,68.2208,2.5734,600,68.9009,69.3686,68.3920,0.2880,600,10.69141,10.79104,10.53468,0.07144,600,7.11091,7.14408,7.03421,0.02481,600,973.7221,973.8517,973.4550,0.1462,600,3.7372,3.7385,3.7346,0.0015,0.37111,0.37144,0.37034,0.00025,0.6890,0.6937,0.6839,0.0029,0.40691,0.40791,0.40535,0.00071,28.4550,49.0000,14.0000,12.2512,48.0067,67.0000,29.0000,13.0325,45.7600,59.0000,37.0000,5.8346,34.0367,46.0000,25.0000,5.3809,16.8200,23.0000,13.0000,2.5446,191.2500,203,175,7.3267,176.0783,216,128,19.9329,12.38,12.46,12.36,25.1867,27,23,8.0,3159024
2017-02-25 01:20:00,1.9337,2.5968,1.4018,0.3705,600,1.9246,2.6041,1.3397,0.3750,600,2.7109,3.4319,1.9628,0.3843,600,2.5266,3.7231,1.4696,0.6733,600,1.4673,2.1719,0.7459,0.4011,600,69.6452,12.0111,600,72.4182,7.1890,600,68.0684,68.7582,66.8661,0.7139,600,10.64301,10.83987,10.55605,0.08615,600,7.27767,7.42790,7.14103,0.07729,600,973.8024,973.8517,973.4855,0.0685,600,3.7380,3.7385,3.7349,0.0007,0.37278,0.37428,0.37141,0.00077,0.6807,0.6876,0.6687,0.0071,0.40643,0.40840,0.40556,0.00086,26.6817,42.0000,11.0000,8.7205,49.9833,76.0000,27.0000,14.6401,53.2967,69.0000,37.0000,8.3711,36.5733,51.0000,25.0000,8.0606,18.0133,25.0000,12.0000,3.8559,203.1833,237,160,20.4681,194.2383,239,128,34.1826,12.37,12.46,12.31,25.1800,27,23,8.0,3159082
2017-02-25 01:30:00,1.9238,2.3210,1.5397,0.1743,600,1.9064,2.3123,1.5342,0.1803,600,2.6091,3.3401,2.0546,0.2636,600,3.0350,3.9071,2.0675,0.4905,600,2.0245,2.4939,1.5739,0.1859,600,36.0057,9.8126,600,53.5956,5.1208,600,66.6950,67.0492,66.2862,0.2165,600,11.00280,11.27934,10.83071,0.12300,600,7.49729,7.54082,7.42485,0.02918,600,973.8158,973.8517,973.7907,0.0167,600,3.7382,3.7385,3.7379,0.0002,0.37497,0.37541,0.37425,0.00029,0.6669,0.6705,0.6629,0.0022,0.41003,0.41279,0.40831,0.00123,38.7967,49.0000,29.0000,4.0418,61.0367,80.0000,40.0000,10.6656,51.0783,67.0000,39.0000,5.7417,36.3567,45.0000,28.0000,3.7925,17.8267,22.0000,14.0000,1.8536,149.6400,180,108,14.5836,98.5933,142,43,27.9412,12.37,12.41,12.31,25.0133,27,23,8.0,3159141
