Date/time,v80;wind_speed;Avg,v80;wind_speed;Max,v80;wind_speed;Min,v80;wind_speed;StdDev,v80;wind_speed;Count,v80V;wind_speed;Avg,v80V;wind_speed;Max,v80V;wind_speed;Min,v80V;wind_speed;StdDev,v80V;wind_speed;Count,v60;wind_speed;Avg,v60;wind_speed;Max,v60;wind_speed;Min,v60;wind_speed;StdDev,v60;wind_speed;Count,v40;wind_speed;Avg,v40;wind_speed;Max,v40;wind_speed;Min,v40;wind_speed;StdDev,v40;wind_speed;Count,v20;wind_speed;Avg,v20;wind_speed;Max,v20;wind_speed;Min,v20;wind_speed;StdDev,v20;wind_speed;Count,dir78.5 (deg);wind_direction;Avg,dir78.5 (deg);wind_direction;StdDev,dir78.5 (deg);wind_direction;Count,dir58.5 (deg);wind_direction;Avg,dir58.5 (deg);wind_direction;StdDev,dir58.5 (deg);wind_direction;Count,Temp/Hum5;humidity;Avg,Temp/Hum5;humidity;Max,Temp/Hum5;humidity;Min,Temp/Hum5;humidity;StdDev,Temp/Hum5;humidity;Count,temp76;temperature;Avg,temp76;temperature;Max,temp76;temperature;Min,temp76;temperature;StdDev,temp76;temperature;Count,Temp/Hum5;temperature;Avg,Temp/Hum5;temperature;Max,Temp/Hum5;temperature;Min,Temp/Hum5;temperature;StdDev,Temp/Hum5;temperature;Count,baro (mbar);air_pressure;Avg,baro (mbar);air_pressure;Max,baro (mbar);air_pressure;Min,baro (mbar);air_pressure;StdDev,baro (mbar);air_pressure;Count,A1;Avg,A1;Max,A1;Min,A1;StdDev,A2;Avg,A2;Max,A2;Min,A2;StdDev,A3;Avg,A3;Max,A3;Min,A3;StdDev,A4;Avg,A4;Max,A4;Min,A4;StdDev,C1;Avg,C1;Max,C1;Min,C1;StdDev,C2;Avg,C2;Max,C2;Min,C2;StdDev,C3;Avg,C3;Max,C3;Min,C3;StdDev,C4;Avg,C4;Max,C4;Min,C4;StdDev,C5;Avg,C5;Max,C5;Min,C5;StdDev,D1;Avg,D1;Max,D1;Min,D1;StdDev,D2;Avg,D2;Max,D2;Min,D2;StdDev,V;Avg,V;Max,V;Min,I;Avg,I;Max,I;Min,T,addr
2016-11-24 00:00:00,0.5281,0.9422,0.0000,0.1628,600,0.2992,0.9507,0.0000,0.3251,600,0.3899,0.7691,0.0000,0.2481,600,1.3252,1.9755,0.6878,0.3559,600,1.9963,2.3559,1.2979,0.1687,600,245.8802,75.9070,600,104.1139,73.8730,600,61.7546,62.3493,61.0065,0.4255,600,15.59369,15.71367,15.44511,0.07668,600,12.78922,12.84799,12.71065,0.03463,600,973.5650,973.7297,973.3329,0.1579,600,3.7357,3.7373,3.7333,0.0016,0.42789,0.42848,0.42711,0.00035,0.6175,0.6235,0.6101,0.0043,0.45594,0.45714,0.45445,0.00077,38.1817,46.0000,23.0000,3.6671,23.8600,38.0000,10.0000,7.7389,4.1783,11.0000,0.0000,3.3098,5.9983,15.0000,0.0000,3.5203,2.2033,8.0000,0.0000,2.5303,280.4567,562,2,190.9697,705.1017,1002,407,197.2511,12.46,12.51,12.41,63.1800,76,58,15.3,2366362
2016-11-24 00:10:00,0.4437,0.7124,0.2988,0.0817,600,0.0575,0.6589,0.0000,0.1651,600,0.9484,1.4119,0.5855,0.1776,600,1.6409,2.0215,1.1017,0.1910,600,1.9795,2.4019,1.6659,0.1451,600,355.6406,18.6156,600,40.6028,9.9955,600,62.0863,62.5019,61.8000,0.2251,600,15.26870,15.45427,15.14298,0.09512,600,12.65986,12.72286,12.57332,0.03822,600,973.6824,973.7297,973.3634,0.0608,600,3.7368,3.7373,3.7336,0.0006,0.42660,0.42723,0.42573,0.00038,0.6209,0.6250,0.6180,0.0023,0.45269,0.45454,0.45143,0.00095,37.8183,47.0000,31.0000,3.1536,30.7233,39.0000,19.0000,4.1532,14.9050,25.0000,7.0000,3.8684,4.1533,10.0000,1.0000,1.7772,0.3900,5.0000,0.0000,1.1548,112.7483,201,33,28.5056,680.3967,1023,0,437.3126,12.48,12.51,12.46,58.5933,68,25,16.0,2366421
2016-11-24 00:20:00,0.6415,0.8962,0.3907,0.1077,600,0.6228,0.9507,0.2699,0.1370,600,1.1522,1.6414,0.8150,0.1517,600,1.7122,2.0675,1.2397,0.1614,600,2.0788,2.3559,1.6659,0.1638,600,15.9297,10.3859,600,37.5923,7.5292,600,62.1139,62.6240,61.9526,0.1509,600,15.23785,15.33830,15.14298,0.05835,600,12.55942,12.59163,12.53059,0.01403,600,973.6926,973.7297,973.6381,0.0164,600,3.7369,3.7373,3.7364,0.0002,0.42559,0.42592,0.42531,0.00014,0.6211,0.6262,0.6195,0.0015,0.45238,0.45338,0.45143,0.00058,39.9767,46.0000,31.0000,3.5610,32.2750,40.0000,22.0000,3.5104,19.3433,30.0000,12.0000,3.3036,8.4567,14.0000,3.0000,2.3425,4.6283,8.0000,1.0000,1.4084,104.1317,165,45,21.4551,121.7350,1023,0,260.4696,12.55,12.61,12.46,25.4333,29,23,15.1,2366481
2016-11-24 00:30:00,0.8154,1.1260,0.5286,0.1250,600,0.8092,1.2425,0.5616,0.1210,600,1.2671,1.5955,0.9527,0.1209,600,1.8230,2.1595,1.5616,0.1257,600,2.1454,2.5399,1.4819,0.2302,600,13.8192,10.1748,600,32.5713,5.6325,600,61.1515,62.0136,60.7624,0.3488,600,15.42524,15.50920,15.33219,0.05312,600,12.66559,12.72897,12.57332,0.05076,600,973.6900,973.7297,973.6381,0.0181,600,3.7369,3.7373,3.7364,0.0002,0.42666,0.42729,0.42573,0.00051,0.6115,0.6201,0.6076,0.0035,0.45425,0.45509,0.45332,0.00053,41.4233,50.0000,27.0000,5.0039,34.6833,42.0000,29.0000,2.7329,21.8467,29.0000,15.0000,2.6340,12.2417,19.0000,6.0000,2.7201,6.5450,11.0000,4.0000,1.2439,89.8583,148,44,16.0475,137.9050,1023,0,291.1899,12.56,12.61,12.51,25.4200,29,23,14.0,2366540
2016-11-24 00:40:00,0.8419,1.0341,0.5286,0.0902,600,0.8307,1.0479,0.5616,0.0935,600,1.4429,1.6414,1.0905,0.1179,600,2.1813,2.5274,1.7456,0.1536,600,1.3625,1.7119,0.9759,0.1561,600,18.9647,8.6393,600,46.5217,5.1753,600,61.8448,62.1357,61.4643,0.1674,600,15.54851,15.59770,15.49394,0.02734,600,12.69250,12.73202,12.66488,0.01776,600,973.6884,973.7297,973.6381,0.0185,600,3.7369,3.7373,3.7364,0.0002,0.42692,0.42732,0.42665,0.00018,0.6184,0.6214,0.6146,0.0017,0.45549,0.45598,0.45494,0.00027,24.4033,32.0000,16.0000,3.3941,42.4750,50.0000,33.0000,3.3404,25.6767,30.0000,18.0000,2.5671,12.8183,17.0000,6.0000,1.9617,6.7667,9.0000,4.0000,0.9611,129.5100,164,66,14.7481,79.1183,1023,0,160.5718,12.56,12.61,12.51,25.4400,29,23,13.0,2366599
2016-11-24 00:50:00,1.0072,1.2639,0.8043,0.0949,600,0.9703,1.2425,0.7562,0.1029,600,1.4779,1.6414,1.3200,0.0726,600,1.8824,2.1595,1.5156,0.1581,600,1.5334,1.7579,1.2979,0.0913,600,35.5256,8.5612,600,53.8033,6.3718,600,62.4598,62.7155,62.1357,0.1372,600,15.63103,15.68010,15.58855,0.02501,600,12.65997,12.73202,12.58858,0.04276,600,973.6742,973.7297,973.3329,0.0384,600,3.7367,3.7373,3.7333,0.0004,0.42660,0.42732,0.42589,0.00043,0.6246,0.6272,0.6214,0.0014,0.45631,0.45680,0.45589,0.00025,28.1200,33.0000,23.0000,1.9855,35.9750,42.0000,28.0000,3.4376,26.4383,30.0000,23.0000,1.5823,16.4150,22.0000,12.0000,2.0656,8.2017,11.0000,6.0000,1.0581,150.2417,189,112,18.1441,97.2700,159,49,24.3837,12.55,12.61,12.51,25.4300,29,23,13.0,2366659
2016-11-24 01:00:00,0.8968,1.0341,0.7124,0.0826,600,0.8560,1.0479,0.6589,0.0928,600,1.5305,1.7791,1.2282,0.1538,600,1.5099,1.7456,1.1937,0.1302,600,1.1341,1.5279,0.7459,0.2168,600,56.1028,7.1288,600,72.3549,4.3314,600,62.2015,62.8071,61.8610,0.3386,600,15.69936,15.72588,15.67095,0.01110,600,12.56711,12.59468,12.54280,0.01267,600,973.6789,973.7297,973.6381,0.0184,600,3.7368,3.7373,3.7364,0.0002,0.42567,0.42595,0.42543,0.00013,0.6220,0.6281,0.6186,0.0034,0.45699,0.45726,0.45671,0.00011,19.4383,28.0000,11.0000,4.7127,27.8767,33.0000,21.0000,2.8316,27.5833,33.0000,21.0000,3.3494,14.0117,17.0000,10.0000,1.7964,7.0267,9.0000,5.0000,0.9544,203.0067,224,172,12.3326,155.7700,191,105,20.3030,12.55,12.61,12.51,25.3667,29,23,13.0,2366718
2016-11-24 01:10:00,0.9035,1.0341,0.7584,0.0566,600,0.8785,1.0479,0.7562,0.0639,600,1.9104,2.1005,1.6873,0.0960,600,1.3028,1.6536,1.0097,0.1448,600,0.8259,1.0219,0.6079,0.0984,600,83.1742,6.2424,600,69.8026,5.3547,600,61.7375,62.0441,61.5558,0.1201,600,15.68447,15.72893,15.58855,0.03984,600,12.58471,12.61605,12.56416,0.01239,600,973.6745,973.7297,973.6381,0.0195,600,3.7367,3.7373,3.7364,0.0002,0.42585,0.42616,0.42564,0.00012,0.6174,0.6204,0.6156,0.0012,0.45684,0.45729,0.45589,0.00040,12.7383,17.0000,8.0000,2.1387,23.3733,31.0000,17.0000,3.1486,35.8600,40.0000,31.0000,2.0915,14.1583,17.0000,11.0000,1.2325,7.2583,9.0000,6.0000,0.6575,195.7467,223,161,15.2477,232.7383,255,172,17.8014,12.55,12.61,12.51,25.4400,29,23,13.0,2366777
2016-11-24 01:20:00,1.2991,2.2750,0.7584,0.5085,600,1.2789,2.3123,0.7562,0.5099,600,2.0421,2.2382,1.8250,0.0875,600,1.2402,1.5156,1.0097,0.1159,600,0.6761,0.9759,0.3779,0.1372,600,72.8197,6.8411,600,55.6736,2.6311,600,61.9159,62.2883,61.4643,0.2556,600,15.48679,15.59770,15.25285,0.08343,600,12.53917,12.61910,12.45125,0.05360,600,973.6702,973.6991,973.6381,0.0160,600,3.7367,3.7370,3.7364,0.0002,0.42539,0.42619,0.42451,0.00054,0.6192,0.6229,0.6146,0.0026,0.45487,0.45598,0.45253,0.00083,9.4817,16.0000,3.0000,2.9818,22.0117,28.0000,17.0000,2.5210,38.7283,43.0000,34.0000,1.9054,22.7650,44.0000,11.0000,11.0636,11.3750,22.0000,6.0000,5.2425,155.5600,172,139,7.4911,203.3350,244,162,19.4842,12.54,12.61,12.46,25.4033,29,23,13.0,2366836
