Date/time,v80;wind_speed;Avg,v80;wind_speed;Max,v80;wind_speed;Min,v80;wind_speed;StdDev,v80;wind_speed;Count,v80V;wind_speed;Avg,v80V;wind_speed;Max,v80V;wind_speed;Min,v80V;wind_speed;StdDev,v80V;wind_speed;Count,v60;wind_speed;Avg,v60;wind_speed;Max,v60;wind_speed;Min,v60;wind_speed;StdDev,v60;wind_speed;Count,v40;wind_speed;Avg,v40;wind_speed;Max,v40;wind_speed;Min,v40;wind_speed;StdDev,v40;wind_speed;Count,v20;wind_speed;Avg,v20;wind_speed;Max,v20;wind_speed;Min,v20;wind_speed;StdDev,v20;wind_speed;Count,dir78.5 (deg);wind_direction;Avg,dir78.5 (deg);wind_direction;StdDev,dir78.5 (deg);wind_direction;Count,dir58.5 (deg);wind_direction;Avg,dir58.5 (deg);wind_direction;StdDev,dir58.5 (deg);wind_direction;Count,Temp/Hum5;humidity;Avg,Temp/Hum5;humidity;Max,Temp/Hum5;humidity;Min,Temp/Hum5;humidity;StdDev,Temp/Hum5;humidity;Count,temp76;temperature;Avg,temp76;temperature;Max,temp76;temperature;Min,temp76;temperature;StdDev,temp76;temperature;Count,Temp/Hum5;temperature;Avg,Temp/Hum5;temperature;Max,Temp/Hum5;temperature;Min,Temp/Hum5;temperature;StdDev,Temp/Hum5;temperature;Count,baro (mbar);air_pressure;Avg,baro (mbar);air_pressure;Max,baro (mbar);air_pressure;Min,baro (mbar);air_pressure;StdDev,baro (mbar);air_pressure;Count,A1;Avg,A1;Max,A1;Min,A1;StdDev,A2;Avg,A2;Max,A2;Min,A2;StdDev,A3;Avg,A3;Max,A3;Min,A3;StdDev,A4;Avg,A4;Max,A4;Min,A4;StdDev,C1;Avg,C1;Max,C1;Min,C1;StdDev,C2;Avg,C2;Max,C2;Min,C2;StdDev,C3;Avg,C3;Max,C3;Min,C3;StdDev,C4;Avg,C4;Max,C4;Min,C4;StdDev,C5;Avg,C5;Max,C5;Min,C5;StdDev,D1;Avg,D1;Max,D1;Min,D1;StdDev,D2;Avg,D2;Max,D2;Min,D2;StdDev,V;Avg,V;Max,V;Min,I;Avg,I;Max,I;Min,T,addr
2017-04-05 00:00:00,1.4193,2.7806,0.2988,0.6833,600,1.3672,2.7014,0.0000,0.7041,600,1.5341,2.9269,0.4477,0.7385,600,1.3674,2.8033,0.0000,0.7219,600,1.4038,2.0799,0.7459,0.3558,600,147.5782,88.3406,600,193.2004,82.3195,600,87.0700,87.4966,86.4589,0.2623,600,17.67631,17.73400,17.63329,0.02571,600,15.54676,15.63738,15.47868,0.05130,600,963.5597,963.9943,963.3229,0.1508,600,3.6356,3.6399,3.6332,0.0015,0.45547,0.45637,0.45479,0.00051,0.8707,0.8750,0.8646,0.0026,0.47676,0.47734,0.47633,0.00026,25.3017,40.0000,11.0000,7.7354,24.8683,56.0000,0.0000,15.5379,27.6633,58.0000,4.0000,16.0869,25.3817,55.0000,1.0000,14.8680,12.2917,26.0000,0.0000,7.2231,558.8800,842,243,210.6812,527.8533,875,225,234.4818,12.47,12.51,12.41,24.9933,27,23,16.0,3490089
2017-04-05 00:10:00,2.0517,3.1023,0.5745,0.6451,600,2.0259,3.1877,0.2699,0.6735,600,1.6669,2.4219,0.9527,0.4074,600,1.5125,1.8376,0.7798,0.2374,600,2.1811,2.5859,1.4819,0.2560,600,125.2684,22.3082,600,141.7768,28.5050,600,86.7611,87.0388,86.2758,0.2118,600,17.79001,17.84997,17.72790,0.03532,600,15.53983,15.62822,15.50005,0.03270,600,963.3449,963.3839,963.3229,0.0159,600,3.6334,3.6338,3.6332,0.0002,0.45540,0.45628,0.45500,0.00033,0.8676,0.8704,0.8628,0.0021,0.47790,0.47850,0.47728,0.00035,42.2000,51.0000,27.0000,5.5652,27.9317,35.0000,12.0000,5.1619,30.5550,47.0000,15.0000,8.8744,39.1400,62.0000,7.0000,14.0367,19.0550,31.0000,1.0000,6.9252,402.7750,605,251,81.2790,354.6450,584,241,64.4378,12.46,12.51,12.41,25.0233,27,23,16.0,3490148
2017-04-05 00:20:00,1.6718,2.9644,0.5745,0.7103,600,1.6416,2.7986,0.3671,0.7338,600,1.6124,2.8810,0.8150,0.5684,600,1.3253,1.9755,0.9178,0.2456,600,1.3927,2.2179,0.9759,0.2833,600,285.8961,24.1674,600,280.0405,22.7317,600,86.9717,87.6797,86.5505,0.3342,600,17.46838,17.76147,17.19382,0.17562,600,15.37536,15.50920,15.21317,0.09276,600,963.3389,963.6280,963.0177,0.0469,600,3.6334,3.6363,3.6302,0.0005,0.45375,0.45509,0.45213,0.00093,0.8697,0.8768,0.8655,0.0033,0.47468,0.47761,0.47194,0.00176,25.0600,43.0000,16.0000,6.1592,23.8617,38.0000,15.0000,5.3395,29.3683,57.0000,12.0000,12.3816,30.8750,59.0000,7.0000,15.4551,15.1033,27.0000,2.0000,7.5444,791.6450,872,606,65.2758,805.7550,873,585,70.0997,12.46,12.51,12.41,24.9333,27,23,16.0,3490207
2017-04-05 00:30:00,0.7297,1.4018,0.0000,0.4101,600,0.6825,1.4370,0.0000,0.4199,600,0.7538,1.9169,0.0000,0.5075,600,0.6784,1.3317,0.3199,0.2568,600,0.8002,1.3439,0.5159,0.1816,600,87.9900,80.6074,600,355.0481,85.6919,600,88.0306,88.5342,87.6797,0.2257,600,17.27137,17.35252,17.19382,0.03553,600,15.14930,15.21927,15.10636,0.03382,600,963.1686,963.6280,962.9872,0.1567,600,3.6317,3.6363,3.6299,0.0016,0.45149,0.45219,0.45106,0.00034,0.8803,0.8853,0.8768,0.0023,0.47271,0.47353,0.47194,0.00036,12.1800,24.0000,6.0000,3.9484,9.7950,24.0000,2.0000,5.5840,11.3867,36.0000,0.0000,10.1083,11.0733,25.0000,0.0000,7.7974,5.5117,13.0000,0.0000,3.9067,479.6750,1022,3,331.0637,446.7950,867,183,256.3993,12.45,12.51,12.41,24.9200,27,23,16.0,3490265
2017-04-05 00:40:00,0.4273,1.0801,0.0000,0.2790,600,0.1955,1.1452,0.0000,0.3158,600,0.4512,1.1364,0.0000,0.3067,600,0.3471,0.9178,0.0000,0.3026,600,0.5379,1.0219,0.0000,0.2358,600,73.7864,40.6289,600,117.7998,12.9222,600,88.5316,88.7173,88.3206,0.0916,600,17.21515,17.35862,17.03513,0.10484,600,15.10897,15.14298,15.06363,0.01912,600,963.1931,963.3534,962.9872,0.1494,600,3.6319,3.6335,3.6299,0.0015,0.45109,0.45143,0.45064,0.00019,0.8853,0.8872,0.8832,0.0009,0.47215,0.47359,0.47035,0.00105,6.8783,17.0000,0.0000,4.3415,4.3767,15.0000,0.0000,4.6895,5.4550,19.0000,0.0000,4.8477,4.7400,18.0000,0.0000,4.8544,1.4567,10.0000,0.0000,2.5097,332.4167,428,256,36.9401,241.7083,1019,5,188.3816,12.44,12.51,12.36,24.9300,27,23,16.0,3490324
2017-04-05 00:50:00,1.2370,1.8614,0.7124,0.2732,600,1.1927,1.9233,0.6589,0.2770,600,1.1293,1.8250,0.6314,0.2513,600,0.9746,1.3777,0.4578,0.2012,600,1.3858,1.9879,0.7919,0.3030,600,99.4426,14.3420,600,106.7036,13.1964,600,88.9161,89.2972,88.1680,0.2502,600,17.03349,17.16025,16.95883,0.05826,600,15.11026,15.22538,15.03006,0.06041,600,963.0863,963.3534,962.9566,0.1285,600,3.6309,3.6335,3.6296,0.0013,0.45110,0.45225,0.45030,0.00060,0.8892,0.8930,0.8817,0.0025,0.47033,0.47160,0.46959,0.00058,24.9117,38.0000,12.0000,6.5863,16.2367,25.0000,5.0000,4.3741,18.8450,34.0000,8.0000,5.4746,21.4133,35.0000,10.0000,5.9451,10.4883,18.0000,5.0000,2.8484,300.3833,345,177,37.6704,278.6050,356,112,41.0626,12.42,12.51,12.36,24.9333,27,23,16.0,3490383
2017-04-05 01:00:00,0.5178,1.0341,0.0000,0.2963,600,0.4097,0.9507,0.0000,0.2908,600,0.6066,0.9068,0.0000,0.1572,600,0.7685,1.3777,0.2739,0.2758,600,0.7030,1.0679,0.4699,0.1206,600,149.4191,54.0572,600,207.1453,53.2685,600,88.0566,88.3511,87.8018,0.1482,600,17.14602,17.17551,17.11447,0.01744,600,15.13593,15.21927,15.02090,0.05257,600,963.2516,963.6586,962.9872,0.1303,600,3.6325,3.6366,3.6299,0.0013,0.45136,0.45219,0.45021,0.00053,0.8806,0.8835,0.8780,0.0015,0.47146,0.47176,0.47114,0.00017,10.0667,18.0000,5.0000,2.6218,11.7550,25.0000,1.0000,5.9979,7.4700,14.0000,0.0000,3.3953,6.8567,17.0000,0.0000,4.6654,2.9433,8.0000,0.0000,2.3048,566.4083,756,162,151.7665,451.2817,796,247,155.7714,12.47,12.56,12.36,24.9000,27,23,16.0,3490442
2017-04-05 01:10:00,0.8278,1.0801,0.4366,0.1622,600,0.7476,1.1452,0.2699,0.1922,600,1.1639,1.6873,0.7691,0.2103,600,1.5113,1.7456,1.1477,0.1458,600,1.2808,1.8499,0.6079,0.2645,600,245.9070,28.5234,600,255.3495,15.0169,600,88.6647,89.6939,87.8018,0.6523,600,17.12760,17.18772,17.09922,0.02009,600,14.80886,15.03006,14.70046,0.10594,600,963.5820,963.6586,963.2923,0.1037,600,3.6358,3.6366,3.6329,0.0010,0.44809,0.45030,0.44700,0.00106,0.8866,0.8969,0.8780,0.0065,0.47128,0.47188,0.47099,0.00020,22.6283,35.0000,8.0000,5.7505,27.9050,33.0000,20.0000,3.1696,19.6000,31.0000,11.0000,4.5817,12.5100,18.0000,4.0000,3.5295,5.9117,10.0000,1.0000,1.9766,723.5733,795,646,42.6944,694.7783,847,496,80.9070,12.67,12.91,12.51,24.6700,27,21,15.3,3490501
2017-04-05 01:20:00,0.8726,1.4478,0.4826,0.2219,600,0.8247,1.5342,0.2699,0.2560,600,0.9874,1.4119,0.7232,0.1948,600,1.0615,1.6076,0.8258,0.2031,600,0.6859,1.3899,0.0000,0.3383,600,163.7278,15.3472,600,206.0806,18.7161,600,89.9916,90.1212,89.6634,0.0991,600,17.29745,17.41966,17.17856,0.06937,600,14.83239,14.99039,14.70656,0.08370,600,963.9087,963.9943,963.5975,0.0942,600,3.6391,3.6399,3.6360,0.0009,0.44832,0.44990,0.44707,0.00084,0.8999,0.9012,0.8966,0.0010,0.47297,0.47420,0.47179,0.00069,9.7383,25.0000,0.0000,7.2804,18.1267,30.0000,13.0000,4.4159,15.7550,25.0000,10.0000,4.2420,13.4867,26.0000,5.0000,4.8286,6.7050,14.0000,1.0000,2.6318,583.1250,681,484,53.2125,462.3350,579,375,43.8762,13.18,13.51,12.86,23.3267,27,21,15.0,3490560
2017-04-05 01:30:00,1.3209,1.7695,0.8503,0.2801,600,1.1851,1.7288,0.6589,0.2640,600,1.3304,1.7332,0.8609,0.2637,600,1.2213,1.5156,0.9637,0.1503,600,1.1088,1.2979,0.7919,0.1189,600,182.7647,6.8838,600,197.4995,20.9334,600,89.6470,90.0906,89.2666,0.3078,600,17.49940,17.59972,17.41356,0.04757,600,15.21722,15.51836,14.98428,0.14049,600,963.9596,964.0248,963.6280,0.0378,600,3.6396,3.6402,3.6363,0.0004,0.45217,0.45518,0.44984,0.00140,0.8965,0.9009,0.8927,0.0031,0.47499,0.47600,0.47414,0.00048,18.8883,23.0000,12.0000,2.5840,21.6000,28.0000,16.0000,3.2672,23.2267,32.0000,13.0000,5.7431,23.2400,33.0000,13.0000,6.0946,10.4100,16.0000,5.0000,2.7143,560.5833,694,496,59.7933,516.0217,554,452,19.6270,13.68,13.81,13.46,22.8200,25,19,15.7,3490619
